,n_months,pct,mean_spread,expected_duration,stationary_prob
Regime 0,94,0.4,0.2372908832942104,46.481723841047646,0.3972797111918154
Regime 1,53,0.225531914893617,1.3182188955355207,17.665821151414363,0.22648492074303928
Regime 2,88,0.37446808510638296,2.0182938410184526,44.01950536774798,0.37623536806514546
